SpecNo,ItemId,Seq,AcceptanceVi,AcceptanceEn,MethodVi,MethodEn,SourceFrequency,Sort
CCL-SPEC-QC324,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1850
CCL-SPEC-QC324,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1851
CCL-SPEC-QC324,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1852
CCL-SPEC-QC324,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1853
CCL-SPEC-QC324,MT-02,1,Kiểm tra HSF,,Ngày Rohs:  23/5/2026,Rohs Date :  5/23/2026,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1854
CCL-SPEC-QC324,BD-01,1,FTM: ASTM D3330 (FTM1),,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1855
CCL-SPEC-QC324,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1856
CCL-SPEC-QC324,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1857
CCL-SPEC-QC325,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1858
CCL-SPEC-QC325,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1859
CCL-SPEC-QC325,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1860
CCL-SPEC-QC325,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1861
CCL-SPEC-QC325,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1862
CCL-SPEC-QC325,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1863
CCL-SPEC-QC325,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1864
CCL-SPEC-QC325,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1865
CCL-SPEC-QC325,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1866
CCL-SPEC-QC325,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 29/10/2025,Rohs Date:  10/29/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1867
CCL-SPEC-QC325,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1868
CCL-SPEC-QC325,CU-01,1,"Loại Bút, Qủa nặng:  1H - 500g","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1869
CCL-SPEC-QC325,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1870
CCL-SPEC-QC327,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1871
CCL-SPEC-QC327,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1872
CCL-SPEC-QC327,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1873
CCL-SPEC-QC327,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1874
CCL-SPEC-QC327,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1875
CCL-SPEC-QC327,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1876
CCL-SPEC-QC327,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1877
CCL-SPEC-QC327,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1878
CCL-SPEC-QC327,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1879
CCL-SPEC-QC327,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 15/5/2026,Rohs Date: 5/15/2026,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1880
CCL-SPEC-QC327,BD-01,1,FTM:  1,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1881
CCL-SPEC-QC327,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1882
CCL-SPEC-QC327,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1883
CCL-SPEC-QC328,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1884
CCL-SPEC-QC328,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1885
CCL-SPEC-QC328,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1886
CCL-SPEC-QC328,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1887
CCL-SPEC-QC328,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1888
CCL-SPEC-QC328,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1889
CCL-SPEC-QC328,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1890
CCL-SPEC-QC328,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1891
CCL-SPEC-QC328,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1892
CCL-SPEC-QC328,MT-02,1,Kiểm tra HSF,,Ngày Rohs:  19/1/2026,Rohs Date:  1/19/2026,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1893
CCL-SPEC-QC328,BD-01,1,FTM: 1,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1894
CCL-SPEC-QC328,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1895
CCL-SPEC-QC328,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1896
CCL-SPEC-QC329,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1897
CCL-SPEC-QC329,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1898
CCL-SPEC-QC329,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1899
CCL-SPEC-QC329,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1900
CCL-SPEC-QC329,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1901
CCL-SPEC-QC329,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1902
CCL-SPEC-QC329,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1903
CCL-SPEC-QC329,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1904
CCL-SPEC-QC329,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1905
CCL-SPEC-QC329,MT-02,1,Kiểm tra HSF,,Ngày Rohs:  1011/2025,Rohs Date: 11/10/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1906
CCL-SPEC-QC329,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1907
CCL-SPEC-QC329,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1908
CCL-SPEC-QC329,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1909
CCL-SPEC-QC330,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1910
CCL-SPEC-QC330,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1911
CCL-SPEC-QC330,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1912
CCL-SPEC-QC330,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1913
CCL-SPEC-QC330,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1914
CCL-SPEC-QC330,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1915
CCL-SPEC-QC330,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1916
CCL-SPEC-QC330,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1917
CCL-SPEC-QC330,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1918
CCL-SPEC-QC330,MT-02,1,Kiểm tra HSF,,Ngày Rohs: 03/11/2025,Rohs Date: 11/03/2025,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1919
CCL-SPEC-QC330,BD-01,1,FTM:  XXX,,Máy kiểm tra độ bám dính,Adhesion tester,Kiểm tra 1 lần/ tháng. Check once a month.,1920
CCL-SPEC-QC330,CU-01,1,"Loại Bút, Qủa nặng:  XXX","Pen Type, Weight",Không có vết xước,Nhìn bằng mắt & so sánh với mẫu trước và sau. No scratches Visually look & compare with before and after sample.,All lot,1921
CCL-SPEC-QC330,XS-01,1,Theo tiêu chuẩn TDS,According to TDS standard,Nhìn bằng mắt & so sánh dữ liệu trên máy với tiêu chuẩn.,Visually look and compare the data on the machine with the standard.,All lot,1922
CCL-SPEC-QC331,NL-01,1,Theo mẫu chuẩn được lưu,According to the standard form stored,Kiểm tra mác SP & so sánh với SP mẫu,Check product label & compare with sample product,All lot,1923
CCL-SPEC-QC331,NQ-01,1,"Kiểm tra thông tin trên tem, hạn sử dụng…","Check the information on the stamp, expiry date…",,,All lot,1924
CCL-SPEC-QC331,NQ-02,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt & so sánh với mẫu chuẩn,Look with your eyes and compare with the standard sample,All lot,1925
CCL-SPEC-QC331,NQ-03,1,Không có bụi bẩn,No dust,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1926
CCL-SPEC-QC331,NQ-04,1,Không có xước & nhăn,No scratches & wrinkles,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1927
CCL-SPEC-QC331,NQ-05,1,So với mẫu chuẩn,Compared with the standard sample,Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1928
CCL-SPEC-QC331,NQ-06,1,"Không rách, không biến dạng, không đổ pallet,Không bẩn, không ẩm ướt","No tear, no deformation, no pallet fall, No dirt, no moisture",Nhìn bằng mắt,See with the eyes,Lấy mẫu theo AQL GII 0.4 Sampling according to AQL GII 0.4,1929
CCL-SPEC-QC331,KT-01,1,"Theo dữ liệu đầu vào (báo cáo xuất hàng, tem cuộn,…)","According to input data (shipment report, roll stamp, etc.)",So sánh data và thước đo,Compare data and metrics,Do tối đa 5 mẫu/lot Maximum 5 samples/lot,1930
CCL-SPEC-QC331,MT-01,1,"Cd,Cl,Hg, Pb, Sb, Cr, Br",,Phân tích thành phần nguyên liệu bằng máy X-ray và so sánh với tiêu chuẩn kiểm tra,Analyze raw material composition by X-ray machine and compare with testing standards,Kiểm tra mỗi tháng một lần. Tham khảo tệp kiểm tra Rosh Check once a month. Refer to Rosh test file,1931
